age,educ,black,married,nodegree,hisp,sample,treat,educ_cat4,re78t,re74t,re75t
50,11,0,1,1,0,3,0,1,31.03225708,36.20529175,38.56354523
55,17,1,1,0,0,3,0,4,17.80660629,27.42973518,26.85483742
44,14,0,1,0,0,3,0,3,50.24270248,48.98167038,48.33871078
42,14,0,1,0,0,3,0,3,48.7649765,33.30753326,37.59677505
46,12,0,1,0,0,3,0,2,0,0,0
46,12,0,1,0,0,3,0,2,17.73271942,11.16781998,7.161290646
46,12,0,1,0,0,3,0,2,0,0,0
46,12,0,1,0,0,3,0,2,29.5545311,25.47046852,23.27419281
46,12,0,1,0,0,3,0,2,0,0,0
46,12,0,1,0,0,3,0,2,23.64362526,22.13971519,22.62251472
46,12,0,1,0,0,3,0,2,11.23072147,12.34338093,11.63709641
47,17,0,1,0,0,3,0,4,35.46543884,18.6130352,10.02580643
47,17,0,1,0,0,3,0,4,54.67588425,52.9002037,49.23387146
47,17,0,1,0,0,3,0,4,42.41075516,29.38900185,20.23064423
40,12,0,1,0,0,3,0,2,31.03225708,21.5519352,19.6935482
54,11,0,1,1,0,3,0,1,18.10214996,17.82932854,15.75483894
54,11,0,1,1,0,3,0,1,36.94316483,33.15863419,32.22580719
47,16,0,1,0,0,3,0,4,65.01996613,48.98167038,62.74185562
47,16,0,1,0,0,3,0,4,73.88632965,68.57433319,71.61290741
47,16,0,1,0,0,3,0,4,54.67588425,50.94093704,53.70967484
47,16,0,1,0,0,3,0,4,97.67772675,78.37067413,78.77419281
47,16,0,1,0,0,3,0,4,38.42089081,39.18533707,39.38709641
44,12,0,1,0,0,3,0,2,27.78125954,11.55967426,7.340322971
42,12,0,1,0,0,3,0,2,0,20.18044662,17.45564461
50,8,0,1,1,0,3,0,1,17.43717384,15.67413521,18.10911369
50,8,0,1,1,0,3,0,1,0,0,0
45,17,0,1,0,0,3,0,4,17.73271942,0,16.11290359
45,17,0,1,0,0,3,0,4,6.649769306,13.71486759,23.09516144
45,17,0,1,0,0,3,0,4,17.73271942,0,16.11290359
45,17,0,1,0,0,3,0,4,17.73271942,0,16.11290359
54,10,0,1,1,0,3,0,1,0,0,0
54,10,0,1,1,0,3,0,1,19.2104454,10.7759676,32.22580719
52,8,1,1,1,0,3,0,1,44.14708328,35.26679993,33.12096786
43,17,0,1,0,0,3,0,4,36.94316483,0,0
43,17,0,1,0,0,3,0,4,51.42488861,49.96130371,48.33871078
43,17,0,1,0,0,3,0,4,41.37634277,43.10387039,44.75806808
51,11,0,1,1,0,3,0,1,27.19017029,23.51120186,25.78064537
37,12,0,1,0,0,3,0,2,23.05253601,18.6130352,21.48387146
47,14,0,1,0,0,3,0,3,22.16589928,0,17.90322685
43,16,0,1,0,0,3,0,4,26.95373154,28.80122185,27.92903328
43,16,0,1,0,0,3,0,4,33.98770905,32.13197327,31.33064461
45,15,0,1,0,0,3,0,3,45.80952454,53.87983704,51.9193573
54,8,0,1,1,0,3,0,1,19.2104454,23.51120186,21.48387146
47,13,0,1,0,0,3,0,3,26.62567711,26.45010185,25.95967865
46,11,0,1,1,0,3,0,1,39.89861679,34.2871666,30.07741928
46,11,0,1,1,0,3,0,1,39.89861679,34.2871666,30.07741928
47,12,0,1,0,0,3,0,2,42.85406876,36.24643707,31.79612923
47,12,0,1,0,0,3,0,2,11.28392029,9.968749046,10.52351665
33,12,0,1,0,0,3,0,2,15.81167507,17.63339996,17.90322685
45,12,0,1,0,0,3,0,2,18.17603683,17.10439873,16.38145065
45,12,0,1,0,0,3,0,2,88.66359711,137.1486664,156.6532135
45,12,0,1,0,0,3,0,2,26.63306618,21.5519352,23.63225746
41,12,0,1,0,0,3,0,2,25.31049919,20.57229996,21.48387146
43,12,0,1,0,0,3,0,2,45.80952454,39.18533707,36.70161438
43,12,0,1,0,0,3,0,2,29.5545311,27.23380852,25.06451607
43,12,0,1,0,0,3,0,2,29.33878326,19.59266853,21.73988724
43,12,0,1,0,0,3,0,2,28.07680511,17.63339996,26.85483742
43,12,0,1,0,0,3,0,2,29.33878326,19.59266853,21.73988724
43,12,0,1,0,0,3,0,2,28.07680511,17.63339996,26.85483742
53,14,1,1,0,0,3,0,3,8.127495766,7.641140461,8.421677589
46,16,0,1,0,0,3,0,4,48.7649765,38.59755325,37.59677505
46,16,0,1,0,0,3,0,4,63.54224396,62.69654083,57.29032516
46,16,0,1,0,0,3,0,4,48.7649765,38.59755325,37.59677505
44,17,0,1,0,0,3,0,4,23.34807968,24.68676186,23.27419281
44,17,0,1,0,0,3,0,4,37.38648224,37.2260704,32.07542038
42,17,0,1,0,0,3,0,4,39.15975571,31.34827042,32.76290131
40,16,0,1,0,0,3,0,4,32.42132187,26.45010185,26.85483742
40,16,0,1,0,0,3,0,4,66.49769592,66.61506653,57.29032516
40,16,0,1,0,0,3,0,4,32.42132187,26.45010185,26.85483742
40,16,0,1,0,0,3,0,4,36.94316483,35.26679993,35.8064537
40,16,0,1,0,0,3,0,4,36.94316483,35.26679993,35.8064537
44,16,0,1,0,0,3,0,4,19.2104454,31.34827042,30.43548393
35,14,0,1,0,0,3,0,3,29.5545311,23.51120186,26.49677277
35,14,0,1,0,0,3,0,3,29.5545311,23.51120186,26.49677277
38,13,0,1,0,0,3,0,3,25.12135124,50.94093704,73.40322876
42,16,0,1,0,0,3,0,4,47.28725052,39.18533707,37.59677505
53,12,1,1,0,0,3,0,2,23.64362526,19.59266853,21.48387146
46,14,0,1,0,0,3,0,3,33.98770905,35.26679993,33.12096786
46,14,0,1,0,0,3,0,3,35.46543884,41.14459991,30.25645065
37,17,0,1,0,0,3,0,4,33.98770905,29.38900185,31.33064461
44,15,0,1,0,0,3,0,3,51.23278046,43.10387039,39.38709641
38,12,0,1,0,0,3,0,2,36.94316483,43.10387039,41.17741776
54,13,0,1,0,0,3,0,3,24.38248825,27.42973518,25.42258072
35,12,0,1,0,0,3,0,2,32.50998306,35.26679993,26.85483742
35,12,0,1,0,0,3,0,2,32.50998306,35.26679993,26.85483742
53,9,0,1,1,0,3,0,1,0,0,0
50,10,0,1,1,0,3,0,1,0,0,0
46,12,0,1,0,0,3,0,2,33.98770905,29.38900185,24.21411324
46,12,0,1,0,0,3,0,2,31.03225708,43.10387039,35.8064537
46,12,0,1,0,0,3,0,2,10.3765955,9.284965515,8.504032135
46,12,0,1,0,0,3,0,2,73.88632965,56.81873703,48.33871078
46,12,0,1,0,0,3,0,2,28.07680511,27.23380852,28.64516258
46,12,0,1,0,0,3,0,2,20.43104744,19.39478111,19.20120811
44,13,0,1,0,0,3,0,3,35.46543884,27.42973518,26.77427292
42,13,0,1,0,0,3,0,3,44.33179855,33.30753326,33.12096786
40,12,0,1,0,0,3,0,2,16.25499153,15.67413521,14.32258129
40,12,0,1,0,0,3,0,2,32.58682632,20.57229996,24.77269363
40,12,0,1,0,0,3,0,2,16.25499153,15.67413521,14.32258129
40,12,0,1,0,0,3,0,2,32.58682632,20.57229996,24.77269363
40,12,0,1,0,0,3,0,2,17.73271942,20.18044662,19.6935482
39,17,0,1,0,0,3,0,4,27.06160736,24.82390976,25.06451607
39,17,0,1,0,0,3,0,4,44.33179855,48.98167038,50.12903214
53,8,0,1,1,0,3,0,1,0,0,0
53,8,0,1,1,0,3,0,1,0,0,14.32258129
53,8,0,1,1,0,3,0,1,23.19587517,20.9641552,22.03350067
53,8,0,1,1,0,3,0,1,14.84376335,14.10672092,14.32258129
55,14,0,1,0,0,3,0,3,0,0,0
31,12,0,1,0,0,3,0,2,17.73271942,16.06598663,15.03870964
37,14,0,1,0,0,3,0,3,81.27496338,30.36863518,44.75806808
37,14,0,1,0,0,3,0,3,81.27496338,30.36863518,44.75806808
44,12,0,1,0,0,3,0,2,81.27496338,0,71.61290741
44,12,0,1,0,0,3,0,2,35.46543884,34.09124374,32.046772
44,12,0,1,0,0,3,0,2,23.64362526,22.53156853,22.37903404
44,12,0,1,0,0,3,0,2,15.3683567,19.59266853,17.18709755
44,12,0,1,0,0,3,0,2,25.12135124,24.88268661,27.92903328
52,4,0,1,1,0,3,0,1,14.42261124,14.10672092,15.0745163
55,6,1,1,1,0,3,0,1,14.77726555,19.96296883,26.85483742
47,7,0,1,1,0,3,0,1,28.92502022,27.82158852,27.92903328
42,12,0,1,0,0,3,0,2,28.49056816,29.38900185,22.37903404
42,12,0,1,0,0,3,0,2,15.51612854,7.837067604,16.11290359
53,7,0,1,1,0,3,0,1,13.29953861,14.10672092,14.32258129
53,7,0,1,1,0,3,0,1,22.16589928,19.59266853,19.6935482
53,7,0,1,1,0,3,0,1,0,0,0
37,13,0,1,0,0,3,0,3,39.52918625,37.2260704,37.59677505
37,13,0,1,0,0,3,0,3,0,0,0
41,17,0,1,0,0,3,0,4,22.90476227,21.5519352,23.27419281
41,17,0,1,0,0,3,0,4,50.24270248,54.85947037,52.99354553
43,17,0,1,0,0,3,0,4,41.37634277,0,42.25161362
53,6,0,1,1,0,3,0,1,45.80952454,0,17.18709755
53,6,0,1,1,0,3,0,1,14.77726555,15.67413521,15.21774197
45,16,0,1,0,0,3,0,4,0,0,0
37,12,0,1,0,0,3,0,2,0,0,0
41,16,0,1,0,0,3,0,4,42.85406876,35.58224487,34.01612854
41,16,0,1,0,0,3,0,4,42.85406876,35.58224487,34.01612854
43,16,0,1,0,0,3,0,4,52.96910858,49.96130371,50.12903214
30,12,0,1,0,0,3,0,2,3.250998497,6.857433796,3.222580671
53,5,0,1,1,0,3,0,1,20.21529961,23.51120186,17.90322685
51,10,0,1,1,0,3,0,1,25.86021423,21.94378853,23.27419281
51,10,0,1,1,0,3,0,1,25.86021423,21.94378853,23.27419281
53,4,0,1,1,0,3,0,1,7.388632774,12.03969479,2.660419464
45,14,0,1,0,0,3,0,3,30.14562225,13.71486759,19.10274124
45,14,0,1,0,0,3,0,3,30.14562225,13.71486759,19.10274124
36,14,0,1,0,0,3,0,3,41.37634277,42.12423325,42.07258224
36,14,0,1,0,0,3,0,3,0,21.16008186,23.46038628
43,14,0,1,0,0,3,0,3,31.03225708,32.32790375,31.4201622
43,14,0,1,0,0,3,0,3,6.992601871,2.645010233,0
38,17,0,1,0,0,3,0,4,47.28725052,39.18533707,48.33871078
39,12,0,1,0,0,3,0,2,34.72657394,30.76048851,32.58386993
51,8,0,1,1,0,3,0,1,27.33794212,23.51120186,27.01954842
42,12,1,1,0,0,3,0,2,0,14.98839092,11.18593597
52,11,0,1,1,0,3,0,1,28.07680511,31.34827042,33.12096786
38,16,0,1,0,0,3,0,4,38.42089081,58.77800369,50.12903214
49,11,0,1,1,0,3,0,1,25.12135124,25.47046852,25.06451607
51,7,0,1,1,0,3,0,1,0,3.291568041,8.951613426
45,12,0,1,0,0,3,0,2,10.63963127,24.49083519,21.48387146
45,12,0,1,0,0,3,0,2,46.54838562,48.98167038,50.48709869
45,12,0,1,0,0,3,0,2,16.82243919,11.77127552,11.27008152
45,12,0,1,0,0,3,0,2,31.03225708,34.2871666,35.8064537
45,12,0,1,0,0,3,0,2,29.25898552,28.58962059,28.26382256
45,12,0,1,0,0,3,0,2,22.16589928,0,0
41,12,0,1,0,0,3,0,2,33.98770905,24.49083519,21.48387146
41,12,0,1,0,0,3,0,2,22.16589928,24.49083519,14.32258129
52,10,0,1,1,0,3,0,1,39.15975571,35.26679993,17.18709755
43,12,0,1,0,0,3,0,2,31.03225708,30.56456184,23.81129074
43,12,0,1,0,0,3,0,2,22.16589928,19.59266853,21.48387146
43,12,0,1,0,0,3,0,2,14.77726555,15.98957634,14.32258129
43,12,0,1,0,0,3,0,2,31.03225708,30.56456184,23.81129074
43,12,0,1,0,0,3,0,2,32.50998306,27.82158852,28.64516258
43,12,0,1,0,0,3,0,2,22.16589928,19.59266853,21.48387146
40,17,0,1,0,0,3,0,4,0,0,0
49,10,0,1,1,0,3,0,1,24.08694267,22.72749329,23.09516144
44,17,0,1,0,0,3,0,4,36.20429993,37.2260704,37.59677505
44,17,0,1,0,0,3,0,4,53.19815445,58.77800369,53.70967484
44,17,0,1,0,0,3,0,4,53.19815445,51.92057037,56.75322723
52,9,0,1,1,0,3,0,1,19.2104454,24.627985,25.06451607
38,14,0,1,0,0,3,0,3,26.59907722,27.42973518,68.03225708
38,14,0,1,0,0,3,0,3,27.92903328,27.42973518,29.04619408
42,17,0,1,0,0,3,0,4,0,23.51120186,22.37903404
42,17,0,1,0,0,3,0,4,0,23.51120186,22.37903404
40,16,0,1,0,0,3,0,4,45.80952454,43.10387039,39.38709641
41,12,0,1,0,1,3,0,2,22.16589928,22.53156853,20.94677353
52,8,0,1,1,0,3,0,1,6.797542572,5.290020466,0
52,8,0,1,1,0,3,0,1,0,0,0
42,16,0,1,0,0,3,0,4,29.5545311,26.45010185,27.49935532
42,16,0,1,0,0,3,0,4,41.37634277,21.5519352,0
42,16,0,1,0,0,3,0,4,100.485405,103.8411407,93.09677124
49,8,0,1,1,0,3,0,1,27.33794212,27.4826355,25.06451607
37,17,0,1,0,0,3,0,4,27.93937683,30.95641518,30.43548393
37,17,0,1,0,0,3,0,4,41.37634277,34.2871666,35.8064537
37,17,0,1,0,0,3,0,4,44.33179855,48.98167038,44.75806808
37,17,0,1,0,0,3,0,4,66.49769592,0,0
37,17,0,1,0,0,3,0,4,50.24270248,50.94093704,44.75806808
37,17,0,1,0,0,3,0,4,110.8294907,82.28919983,85.04032135
51,8,1,1,1,0,3,0,1,25.12135124,33.29969788,25.06451607
38,12,0,1,0,0,3,0,2,31.03225708,29.38900185,26.85483742
47,10,0,1,1,0,3,0,1,22.16589928,15.67413521,19.6935482
47,10,0,1,1,0,3,0,1,22.16589928,15.67413521,19.6935482
37,16,0,1,0,0,3,0,4,39.89861679,49.96130371,41.17741776
35,12,0,1,0,0,3,0,2,29.5545311,23.51120186,21.48387146
50,10,0,1,1,0,3,0,1,29.5545311,19.59266853,15.93387127
54,12,0,1,0,0,3,0,2,0,15.67413521,25.06451607
54,12,0,1,0,0,3,0,2,0,7.445213795,0
54,12,0,1,0,0,3,0,2,0,0,0
54,12,0,1,0,0,3,0,2,0,15.67413521,25.06451607
45,10,0,1,1,0,3,0,1,36.94316483,28.01751518,32.22580719
44,13,0,1,0,0,3,0,3,36.94316483,31.34827042,35.8064537
52,5,0,1,1,0,3,0,1,19.2104454,20.57229996,16.11290359
52,5,0,1,1,0,3,0,1,14.77726555,13.71486759,14.32258129
42,13,0,1,0,0,3,0,3,0,0,0
42,13,0,1,0,0,3,0,3,0,0,0
42,13,0,1,0,0,3,0,3,0,0,0
40,12,0,1,0,0,3,0,2,44.33179855,45.06313705,48.33871078
40,12,0,1,0,0,3,0,2,25.44054031,27.42973518,27.00880623
39,17,0,1,0,0,3,0,4,32.50998306,23.51120186,35.44838715
39,17,0,1,0,0,3,0,4,51.72042847,48.98167038,48.33871078
39,17,0,1,0,0,3,0,4,0,40.7527504,0
37,14,0,1,0,0,3,0,3,21.8703537,36.19745255,29.36129189
34,14,0,1,0,0,3,0,3,0,36.83421326,0
44,12,0,1,0,0,3,0,2,0,0,0
44,12,0,1,0,0,3,0,2,25.63412285,25.47046852,21.48387146
44,12,0,1,0,0,3,0,2,14.57925034,14.49857426,14.42462921
44,12,0,1,0,0,3,0,2,26.74685097,26.45010185,25.95967865
42,12,0,1,0,0,3,0,2,26.00798798,29.38900185,30.43727303
42,12,0,1,0,0,3,0,2,0,0,0
50,8,0,1,1,0,3,0,1,26.15575981,23.51120186,25.24354935
29,16,0,1,0,0,3,0,4,8.396442413,0,0
34,13,0,1,0,0,3,0,3,41.37634277,45.84684372,42.07258224
43,17,0,1,0,0,3,0,4,29.5545311,0,21.16161346
39,15,0,1,0,0,3,0,3,1.921044588,0,0
33,16,0,1,0,0,3,0,4,96.05222321,29.38900185,27.75
33,16,0,1,0,0,3,0,4,44.33179855,39.18533707,39.38709641
51,11,0,1,1,0,3,0,1,26.59907722,19.59266853,6.98225832
51,11,0,1,1,0,3,0,1,26.59907722,25.47046852,25.06451607
52,12,0,0,0,0,3,0,2,32.50998306,31.34827042,32.22580719
51,12,1,1,0,0,3,0,2,25.12135124,23.51120186,25.601614
41,16,0,1,0,0,3,0,4,0,32.32790375,31.33064461
41,16,0,1,0,0,3,0,4,20.68817139,31.34827042,30.43548393
34,12,0,1,0,0,3,0,2,20.68817139,22.72749329,18.61935616
34,12,0,1,0,0,3,0,2,0,0,0
50,16,0,0,0,0,3,0,4,40.63748169,39.18533707,35.8064537
39,14,0,1,0,0,3,0,3,31.03225708,28.40936852,28.64516258
48,9,0,1,1,0,3,0,1,23.05253601,29.38900185,19.6935482
48,9,0,1,1,0,3,0,1,26.96850967,23.85995102,25.06451607
47,4,0,1,1,0,3,0,1,20.51232147,9.355499268,20.88411331
55,12,0,1,0,1,3,0,2,0,0,0
48,8,0,1,1,0,3,0,1,28.07680511,31.51088905,35.79571152
48,8,0,1,1,0,3,0,1,19.2104454,19.98452187,21.48387146
48,8,0,1,1,0,3,0,1,28.07680511,31.51088905,35.79571152
43,14,0,1,0,0,3,0,3,28.52012253,22.53156853,23.27419281
39,12,0,1,0,0,3,0,2,23.64362526,39.18533707,24.16935539
39,12,0,1,0,0,3,0,2,0,0,0
51,8,0,1,1,0,3,0,1,32.36221313,33.11161041,27.75
51,8,0,1,1,0,3,0,1,22.16589928,23.51120186,26.40725708
41,13,0,1,0,0,3,0,3,38.42089081,48.98167038,48.33871078
35,17,0,1,0,0,3,0,4,33.42617416,39.18533707,30.43548393
35,17,0,1,0,0,3,0,4,33.42617416,39.18533707,30.43548393
33,12,0,1,0,0,3,0,2,22.75698853,28.01751518,25.42258072
33,12,0,1,0,0,3,0,2,20.68817139,18.41710663,12.89032269
47,6,1,1,1,0,3,0,1,0,10.7759676,8.056451797
41,12,0,1,0,0,3,0,2,12.41290379,11.16781998,10.74193573
41,12,0,1,0,0,3,0,2,32.50998306,15.67413521,19.6935482
36,12,0,1,0,0,3,0,2,23.64362526,21.5519352,21.48387146
36,12,0,1,0,0,3,0,2,17.44456291,15.87397957,12.72740364
36,12,0,1,0,0,3,0,2,0,0,10.74193573
43,12,0,1,0,0,3,0,2,25.12135124,27.42973518,28.64516258
43,12,0,1,0,0,3,0,2,13.83152008,15.67413521,14.68064594
43,12,0,1,0,0,3,0,2,0,0,0
35,16,0,1,0,0,3,0,4,36.94316483,24.88268661,24.52742004
35,16,0,1,0,0,3,0,4,25.63855743,24.49083519,24.16935539
32,14,0,1,0,0,3,0,3,70.93087769,31.81849289,31.33064461
38,14,0,1,0,0,3,0,3,19.50599098,16.65376663,16.11290359
42,17,0,1,0,0,3,0,4,36.94316483,26.84195518,31.33064461
42,17,0,1,0,0,3,0,4,62.06451416,68.57433319,64.45161438
40,16,0,1,0,0,3,0,4,56.15361023,35.26679993,44.75806808
49,9,0,1,1,0,3,0,1,69.45314789,0,21.48387146
49,9,0,1,1,0,3,0,1,29.5545311,22.72749329,30.43548393
53,12,0,1,0,0,3,0,2,5.172042847,11.75560093,9.893321991
42,16,0,1,0,0,3,0,4,22.16589928,20.76822853,19.6935482
42,16,0,1,0,0,3,0,4,53.64147568,54.85947037,53.70967484
37,17,0,1,0,0,3,0,4,49.5038414,48.98167038,46.54838562
37,17,0,1,0,0,3,0,4,31.03225708,42.71201706,43.86290359
34,17,0,1,0,0,3,0,4,23.42196655,23.51120186,20.58870888
34,17,0,1,0,0,3,0,4,32.67253494,29.38900185,32.22580719
38,12,0,1,0,0,3,0,2,0,0,0
38,12,0,1,0,0,3,0,2,30.19143105,29.38900185,26.49677277
38,12,0,1,0,0,3,0,2,16.28602409,19.59266853,13.96451664
47,10,0,1,1,0,3,0,1,30.88448715,17.63339996,19.6935482
50,11,0,1,1,0,3,0,1,10.34408569,0,0
50,11,0,1,1,0,3,0,1,47.28725052,36.67747116,46.54838562
31,14,0,1,0,0,3,0,3,19.65376282,21.14048767,20.14112854
31,14,0,1,0,0,3,0,3,29.85007668,12.73523426,17.72419357
31,14,0,1,0,0,3,0,3,29.85007668,12.73523426,17.72419357
31,14,0,1,0,0,3,0,3,19.65376282,21.14048767,20.14112854
34,16,0,1,0,0,3,0,4,39.89861679,39.18533707,37.59677505
51,12,0,0,0,0,3,0,2,71.66973877,67.59470367,62.66128922
35,12,0,1,0,0,3,0,2,29.5545311,29.42230988,28.64516258
55,8,1,1,1,0,3,0,1,16.25499153,17.24154854,17.90322685
42,14,0,1,0,0,3,0,3,39.89861679,39.18533707,36.70161438
49,6,0,1,1,0,3,0,1,29.11121368,25.27454185,21.84193611
50,10,0,1,1,0,3,0,1,33.98770905,27.42973518,32.22580719
43,12,1,1,0,0,3,0,2,5.910906315,0.715132356,1.879838705
40,12,0,1,0,0,3,0,2,23.05253601,25.7075386,20.40967751
40,12,0,1,0,0,3,0,2,21.27926254,19.59266853,19.33548355
40,12,0,1,0,0,3,0,2,27.63348579,31.34827042,31.33064461
30,15,0,1,0,0,3,0,3,29.5545311,26.45010185,27.57096672
31,12,0,1,0,0,3,0,2,0,0,0
31,12,0,1,0,0,3,0,2,25.12135124,19.59266853,21.48387146
46,12,0,0,0,0,3,0,2,29.5545311,19.59266853,25.06451607
42,12,0,1,0,0,3,0,2,19.2104454,18.87949371,17.00806427
33,17,0,1,0,0,3,0,4,40.41582108,43.10387039,43.23628998
43,9,0,1,1,0,3,0,1,10.34408569,11.75560093,10.74193573
37,13,0,1,0,0,3,0,3,27.33794212,45.06313705,35.8064537
37,13,0,1,0,0,3,0,3,0,0,0
47,11,1,1,1,0,3,0,1,0,11.75560093,16.05382156
41,17,0,1,0,0,3,0,4,82.75268555,59.38537598,59.43870926
48,11,0,1,1,0,3,0,1,16.25499153,22.17889977,19.6935482
48,11,0,1,1,0,3,0,1,16.25499153,22.17889977,19.6935482
50,12,1,1,0,0,3,0,2,0,0,0
50,12,1,1,0,0,3,0,2,0,0,0
36,17,0,1,0,0,3,0,4,32.50998306,29.38900185,34.91128922
50,17,0,0,0,0,3,0,4,0,0,0
50,7,0,1,1,0,3,0,1,17.73271942,15.16080666,15.93387127
50,7,0,1,1,0,3,0,1,17.73271942,15.16080666,15.93387127
33,16,0,1,0,0,3,0,4,24.44898605,25.07861519,26.85483742
33,16,0,1,0,0,3,0,4,42.85406876,38.59755325,41.17741776
37,12,0,1,0,0,3,0,2,23.26976013,22.44144058,16.38503265
37,12,0,1,0,0,3,0,2,23.26976013,22.44144058,16.38503265
37,12,0,1,0,0,3,0,2,0,27.42973518,28.64516258
37,12,0,1,0,0,3,0,2,0,27.42973518,28.64516258
37,12,0,1,0,0,3,0,2,0,0,0
37,12,0,1,0,0,3,0,2,24.38248825,21.5519352,22.37903404
37,12,0,1,0,0,3,0,2,0,0,0
38,12,1,1,0,0,3,0,2,27.19017029,40.57053757,10.74193573
23,12,0,1,0,0,3,0,2,14.77726555,14.06361675,11.10000038
34,12,0,1,0,0,3,0,2,63.54224396,0,17.90322685
34,12,0,1,0,0,3,0,2,31.03225708,33.30753326,32.58386993
34,12,0,1,0,0,3,0,2,63.54224396,0,17.90322685
34,12,0,1,0,0,3,0,2,22.90476227,24.48691559,22.20000076
34,12,0,1,0,0,3,0,2,39.89861679,34.73192215,30.43548393
34,12,0,1,0,0,3,0,2,14.18617439,10.7759676,11.63709641
34,12,0,1,0,0,3,0,2,24.67803383,30.56456184,24.8854847
34,12,0,1,0,0,3,0,2,31.18003082,29.38900185,30.79354858
34,12,0,1,0,0,3,0,2,31.18003082,29.38900185,30.79354858
50,16,0,0,0,0,3,0,4,17.73271942,22.62953186,19.6935482
50,16,0,0,0,0,3,0,4,23.64362526,19.59266853,0
39,14,0,1,0,0,3,0,3,74.62519836,58.77800369,57.29032516
30,12,0,1,0,0,3,0,2,1.477726579,1.959266901,1.790322661
30,12,0,1,0,0,3,0,2,32.50998306,23.51120186,28.64516258
30,12,0,1,0,0,3,0,2,23.34807968,19.59266853,21.48387146
28,16,0,1,0,0,3,0,4,36.94316483,0,8.951613426
48,8,0,1,1,0,3,0,1,28.07680511,28.40936852,26.31774139
36,14,0,1,0,0,3,0,3,33.24884796,23.51120186,23.27419281
36,14,0,1,0,0,3,0,3,44.33179855,50.94093704,42.96774292
52,12,0,1,0,0,3,0,2,0,4.898167133,0
52,12,0,1,0,0,3,0,2,0,0,0
39,12,0,1,0,0,3,0,2,15.04916668,21.13852882,20.36670876
39,12,0,1,0,0,3,0,2,28.07680511,33.30753326,39.38709641
33,13,0,1,0,0,3,0,3,38.42089081,27.42973518,41.17741776
33,13,0,1,0,0,3,0,3,0,48.98167038,32.22580719
33,13,0,1,0,0,3,0,3,51.07318878,41.73238373,47.26451492
32,16,0,1,0,0,3,0,4,26.59907722,24.98065186,25.06451607
41,13,0,1,0,0,3,0,3,0,0,0
36,13,0,1,0,0,3,0,3,28.37234879,33.30753326,28.64516258
35,17,0,1,0,0,3,0,4,36.94316483,19.59266853,44.75806808
35,17,0,1,0,0,3,0,4,39.89861679,37.2260704,35.8064537
38,16,0,1,0,0,3,0,4,17.73271942,11.55967426,7.877419472
49,11,0,1,1,0,3,0,1,9.457449913,9.404480934,11.63709641
49,11,0,1,1,0,3,0,1,0.481738865,25.47046852,19.6935482
33,12,0,1,0,0,3,0,2,24.97357941,22.53156853,26.49677277
26,17,0,1,0,0,3,0,4,35.46543884,29.38900185,32.22580719
41,12,0,1,0,0,3,0,2,26.59907722,14.68470478,23.27419281
41,12,0,1,0,0,3,0,2,32.50998306,28.01751518,30.43548393
51,17,0,1,0,1,3,0,4,88.66359711,31.34827042,0
36,12,0,1,0,0,3,0,2,41.37634277,33.30753326,30.43548393
36,12,0,1,0,0,3,0,2,31.03225708,33.30753326,30.43548393
36,12,0,1,0,0,3,0,2,33.98770905,33.30753326,33.12096786
36,12,0,1,0,0,3,0,2,16.25499153,39.18533707,15.21774197
51,11,1,1,1,0,3,0,1,26.00798798,31.34827042,21.48387146
35,16,0,1,0,0,3,0,4,37.12049103,30.56456184,29.54032135
35,16,0,1,0,0,3,0,4,0,0,0
44,9,0,1,1,0,3,0,1,16.37321091,14.05186176,13.90543556
49,10,0,1,1,0,3,0,1,8.423041344,14.69450092,14.32258129
37,12,1,1,0,0,3,0,2,25.86021423,19.00488853,25.95967865
32,14,0,1,0,0,3,0,3,41.37634277,34.87495041,35.78854752
31,17,0,1,0,0,3,0,4,47.28725052,39.18533707,33.12096786
47,12,0,1,0,0,3,0,2,12.56067562,13.71486759,0
35,15,0,1,0,0,3,0,3,35.46543884,41.14459991,39.38709641
42,8,0,1,1,0,3,0,1,8.866359711,1.763340116,0
42,8,0,1,1,0,3,0,1,8.866359711,1.763340116,0
51,17,0,1,0,0,3,0,4,0,74.45214081,0
32,13,0,1,0,0,3,0,3,22.01812553,15.67413521,30.43548393
31,16,0,1,0,0,3,0,4,28.96344185,23.51120186,24.70645142
31,16,0,1,0,0,3,0,4,35.46543884,35.26679993,41.17741776
40,17,0,1,0,1,3,0,4,33.98770905,39.18533707,41.17741776
40,17,0,1,0,1,3,0,4,33.98770905,39.18533707,41.17741776
46,6,0,1,1,0,3,0,1,0,0,0
35,14,0,1,0,0,3,0,3,42.85406876,31.34827042,36.63000107
47,11,0,1,1,0,3,0,1,17.73271942,16.92806435,15.40930653
48,17,1,1,0,0,3,0,4,59.10906219,58.77800369,51.84237289
49,8,0,1,1,0,3,0,1,16.25499153,25.86232185,22.91612816
49,8,0,1,1,0,3,0,1,38.42089081,31.34827042,37.59677505
49,8,0,1,1,0,3,0,1,2.955453157,33.69939041,28.64516258
47,12,1,1,0,0,3,0,2,14.77726555,13.71486759,12.43379021
50,12,0,1,0,0,3,0,2,0,26.25417519,0
32,12,0,1,0,0,3,0,2,40.87835312,54.85947037,39.38709641
32,12,0,1,0,0,3,0,2,32.50998306,32.32790375,32.22580719
32,12,0,1,0,0,3,0,2,16.25499153,27.42973518,25.06451607
